Output Data: 
StormID : AL011851  	Storm Name :                	Date range is : 18510625 - 18510628 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :1  
StormID : AL041880  	Storm Name :                	Date range is : 18800824 - 18800901 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :2  
StormID : AL051880  	Storm Name :                	Date range is : 18800826 - 18800904 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : AL061880  	Storm Name :                	Date range is : 18800906 - 18800911 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :2  
StormID : AL071880  	Storm Name :                	Date range is : 18800908 - 18800910 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : AL081880  	Storm Name :                	Date range is : 18800927 - 18801004 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :0  
StormID : AL091880  	Storm Name :                	Date range is : 18801005 - 18801010 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :1  
StormID : AL101880  	Storm Name :                	Date range is : 18801010 - 18801016 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : AL111880  	Storm Name :                	Date range is : 18801020 - 18801024 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :2  
StormID : AL011881  	Storm Name :                	Date range is : 18810801 - 18810804 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL031881  	Storm Name :                	Date range is : 18810811 - 18810818 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : AL021881  	Storm Name :                	Date range is : 18810811 - 18810814 	Highest Maximum Knots are : 40  	Date :          	Time of Landfall are :1  
StormID : AL041881  	Storm Name :                	Date range is : 18810816 - 18810821 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : AL051881  	Storm Name :                	Date range is : 18810821 - 18810829 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :1  
StormID : AL061881  	Storm Name :                	Date range is : 18810907 - 18810911 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :1  
StormID : AL071881  	Storm Name :                	Date range is : 18810918 - 18810924 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : AL011882  	Storm Name :                	Date range is : 18820824 - 18820825 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : AL021882  	Storm Name :                	Date range is : 18820902 - 18820913 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :1  
StormID : AL031882  	Storm Name :                	Date range is : 18820914 - 18820916 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL041882  	Storm Name :                	Date range is : 18820921 - 18820924 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :2  
StormID : AL051882  	Storm Name :                	Date range is : 18820924 - 18820928 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : AL061882  	Storm Name :                	Date range is : 18821005 - 18821015 	Highest Maximum Knots are : 120 	Date :          	Time of Landfall are :1  
StormID : AL011883  	Storm Name :                	Date range is : 18830818 - 18830828 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : AL021883  	Storm Name :                	Date range is : 18830824 - 18830902 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :0  
StormID : AL031883  	Storm Name :                	Date range is : 18830904 - 18830913 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :1  
StormID : AL041883  	Storm Name :                	Date range is : 18831022 - 18831028 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : AL011884  	Storm Name :                	Date range is : 18840901 - 18840906 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : AL021884  	Storm Name :                	Date range is : 18840903 - 18840916 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :0  
StormID : AL031884  	Storm Name :                	Date range is : 18840910 - 18840920 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :1  
StormID : AL041884  	Storm Name :                	Date range is : 18841007 - 18841017 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :0  
StormID : AL011885  	Storm Name :                	Date range is : 18850807 - 18850815 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : AL021885  	Storm Name :                	Date range is : 18850821 - 18850828 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :1  
StormID : AL031885  	Storm Name :                	Date range is : 18850829 - 18850831 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL041885  	Storm Name :                	Date range is : 18850917 - 18850923 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :2  
StormID : AL051885  	Storm Name :                	Date range is : 18850918 - 18850921 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : AL061885  	Storm Name :                	Date range is : 18850924 - 18851002 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :1  
StormID : AL071885  	Storm Name :                	Date range is : 18850926 - 18850929 	Highest Maximum Knots are : 80  	Date :          	Time of Landfall are :0  
StormID : AL081885  	Storm Name :                	Date range is : 18851010 - 18851014 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :1  
StormID : AL011886  	Storm Name :                	Date range is : 18860613 - 18860615 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :1  
StormID : AL021886  	Storm Name :                	Date range is : 18860617 - 18860624 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :1  
StormID : AL031886  	Storm Name :                	Date range is : 18860627 - 18860702 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :1  
StormID : AL041886  	Storm Name :                	Date range is : 18860714 - 18860724 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :1  
StormID : AL051886  	Storm Name :                	Date range is : 18860812 - 18860821 	Highest Maximum Knots are : 130 	Date :          	Time of Landfall are :1  
StormID : AL061886  	Storm Name :                	Date range is : 18860815 - 18860827 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :0  
StormID : AL071886  	Storm Name :                	Date range is : 18860820 - 18860825 	Highest Maximum Knots are : 100 	Date :          	Time of Landfall are :0  
StormID : AL081886  	Storm Name :                	Date range is : 18860916 - 18860924 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :0  
StormID : AL091886  	Storm Name :                	Date range is : 18860922 - 18860930 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :0  
StormID : AL101886  	Storm Name :                	Date range is : 18861008 - 18861013 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :1  
StormID : AL111886  	Storm Name :                	Date range is : 18861010 - 18861015 	Highest Maximum Knots are : 45  	Date :          	Time of Landfall are :0  
StormID : AL121886  	Storm Name :                	Date range is : 18861021 - 18861026 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : AL011887  	Storm Name :                	Date range is : 18870515 - 18870520 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : AL021887  	Storm Name :                	Date range is : 18870517 - 18870521 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : AL031887  	Storm Name :                	Date range is : 18870611 - 18870614 	Highest Maximum Knots are : 35  	Date :          	Time of Landfall are :1  
StormID : AL041887  	Storm Name :                	Date range is : 18870720 - 18870728 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :1  
StormID : AL051887  	Storm Name :                	Date range is : 18870730 - 18870808 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : AL061887  	Storm Name :                	Date range is : 18870814 - 18870823 	Highest Maximum Knots are : 105 	Date :          	Time of Landfall are :0  
StormID : AL071887  	Storm Name :                	Date range is : 18870818 - 18870827 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :0  
StormID : AL081887  	Storm Name :                	Date range is : 18870901 - 18870906 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :0  
StormID : AL091887  	Storm Name :                	Date range is : 18870911 - 18870922 	Highest Maximum Knots are : 85  	Date :          	Time of Landfall are :1  
StormID : AL101887  	Storm Name :                	Date range is : 18870914 - 18870918 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : AL111887  	Storm Name :                	Date range is : 18871006 - 18871009 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : AL121887  	Storm Name :                	Date range is : 18871008 - 18871009 	Highest Maximum Knots are : 60  	Date :          	Time of Landfall are :0  
StormID : AL131887  	Storm Name :                	Date range is : 18871009 - 18871022 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : AL141887  	Storm Name :                	Date range is : 18871010 - 18871012 	Highest Maximum Knots are : 75  	Date :          	Time of Landfall are :0  
StormID : AL151887  	Storm Name :                	Date range is : 18871015 - 18871019 	Highest Maximum Knots are : 90  	Date :          	Time of Landfall are :0  
StormID : AL161887  	Storm Name :                	Date range is : 18871029 - 18871106 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :1  
StormID : AL171887  	Storm Name :                	Date range is : 18871127 - 18871204 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : AL181887  	Storm Name :                	Date range is : 18871204 - 18871210 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :0  
StormID : AL191887  	Storm Name :                	Date range is : 18871207 - 18871212 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :0  
StormID : AL011888  	Storm Name :                	Date range is : 18880616 - 18880618 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :1  
StormID : AL021888  	Storm Name :                	Date range is : 18880704 - 18880706 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL031888  	Storm Name :                	Date range is : 18880814 - 18880824 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :2  
StormID : AL041888  	Storm Name :                	Date range is : 18880831 - 18880908 	Highest Maximum Knots are : 110 	Date :          	Time of Landfall are :0  
StormID : AL051888  	Storm Name :                	Date range is : 18880906 - 18880913 	Highest Maximum Knots are : 50  	Date :          	Time of Landfall are :1  
StormID : AL061888  	Storm Name :                	Date range is : 18880923 - 18880927 	Highest Maximum Knots are : 70  	Date :          	Time of Landfall are :1  
